about,b3_issuer_code,b3_listing_segment,b3_sector,b3_segment,b3_subsector,cnpj,controlling_interest,cvm_code,founding_date,is_b3_listed,is_foreign,is_state_owned,main_activity,name,trade_name,website
,SMAH,,,,,,,907915,,True,False,,,SMART.NET HOLDINGS S.A.,SMARTNET,
,SMRR,,,,,,,907923,,True,False,,,SMART RIO ACADEMIA DE GINASTICA S.A.,SMARTRIO,
,SMTM,,,,,,,907931,,True,False,,,BANCO SUMITOMO MITSUI BRASILEIRO S/A,SUMITOMOBM,
,SNDA,,,,,,,907949,,True,False,,,SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S/A,SONDA,
,SNII,,,,,,,907956,,True,False,,,SANTA VITORIA DO PALMAR VII ENERGIAS RENOVAVEIS S.,PALMARVII,
,SNIV,,,,,,,907964,,True,False,,,SANTA VITORIA DO PALMAR IV ENERGIAS RENOVAVEIS S.A,PALMARIV,
,SNTN,,,,,,,907980,,True,False,,,SANTANA S/A CREDITO FINANCIAMENTO E INVESTIMENTO,SANTANACFI,
,SNVI,,,,,,,907998,,True,False,,,SANTA VITORIA DO PALMAR VI ENERGIAS RENOVAVEIS S.A,PALMARVI,
,SOAR,,,,,,,908004,,True,False,,,SOARES PENIDO CONCESSOES S/A,SPENIDOCONC,
,SOCI,,,,,,,908012,,True,False,,,SOCINAL S/A CREDITO FINANCIAMENTO E INVESTIMENTO,SOCINALCFI,
,SORO,,,,,,,908020,,True,False,,,SOROCRED CREDITO FINANCIAMENTO E INVESTIMENTO S/A,SOROCREDCFI,
,SPCM,,,,,,,908038,,True,False,,,SIPCAM NICHINO BRASIL S/A,SIPCAMNICHIN,
,SPEB,,,,,,,908046,,True,False,,,SPE BRASIL SOLAIR LOCACAO E ARRENDAMENTO DE PAINEI,SOLAIR,
,SPEE,,,,,,,908079,,True,False,,,SPE TURBINA 16 ENERGIA S.A.,SPETURBINA16,
,SPIF,,,,,,,908087,,True,False,,,SPI - SOCIEDADE PARA PARTICIPACOES EM INFRAESTRUTU,SPISA,
,SPMA,,,,,,,908095,,True,False,,,CONCESSIONARIA SPMAR S.A,SPMAR,
,SPND,,,,,,,908103,,True,False,,,SOARES PENIDO PARTICIPACOES E EMPREENDIMENTOS S/A,SOARES,
,SPRZ,,,,,,,908111,,True,False,,,ESPERANZA TRANSMISSORA DE ENERGIA S.A..,ESPERANZA,
,SPVI,,,,,,,908129,,True,False,,,SUPERVIA-CONCESSIONARIA DE TRANSPORTE FERROVIARIO,SUPERVIA,
,SQOI,,,,,,,908137,,True,False,,,SEQUOIA LOG S/A,SEQUOIALOG,
,SRCS,,,,,,,908145,,True,False,,,SRC COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIR,SRCSEC,
,SRDO,,,,,,,908152,,True,False,,,GESTAMP EOLICA SERIDO S.A.,SERIDO,
,SRNV,,,,,,,908160,,True,False,,,SERTAO ENERGIAS RENOVAVEIS S/A,SERTAOENERGI,
,SROP,,,,,,,908178,,True,False,,,BRK AMBIENTAL - RIO DAS OSTRAS PARTICIPACOES S.A,BRKRIODASOST,
,SRRH,,,,,,,908186,,True,False,,,SERRAS HOLDING S.A.,SERRAS,
,SRTI,,,,,,,908194,,True,False,,,SERTAO I SOLAR ENERGIA SPE S.A.,SERTAOISOLAR,
,SRTV,,,,,,,908202,,True,False,,,SOCIEDADE RADIO E TELEVISAO ALTEROSA SA,RADIOALTEROS,
,SRVA,,,,,,,908210,,True,False,,,SARAIVA EDUCACAO S/A,SARAIVAEDUC,
,SSRU,,,,,,,908236,,True,False,,,CENTRAIS EOLICAS ASSURUA I SPE S.A.,ASSURUAISPE,
,SSTN,,,,,,,908244,,True,False,,,EOLICA SERRA DE SANTANA S.A.,EOLICASERRAS,
,STAH,,,,,,,908251,,True,False,,,SETAH OPERACOES S.A.,SETAH,
,STEB,,,,,,,908269,,True,False,,,SETE BRASIL PARTICIPACOES S.A,SETEBRASILPA,
,STEP,,,,,,,908277,,True,False,,,SANTOS ENERGIA PARTICIPACOES S.A,SANTOSENERGI,
,STGD,,,,,,,908285,,True,False,,,STATE GRID BRAZIL HOLDING S.A.,STATEGRID,
,STLV,,,,,,,908293,,True,False,,,SANTA VITORIA DO PALMAR V ENERGIAS RENOVAVEIS S.A.,PALMARV,
,STRO,,,,,,,908301,,True,False,,,STAR ONE S.A.,STARONE,
,STSN,,,,,,,908319,,True,False,,,STN - SISTEMA DE TRANSMISSAO NORDESTE S.A.,TRANSNORDEST,
,STVI,,,,,,,908327,,True,False,,,SANTA VITORIA DO PALMAR I ENERGIAS RENOVAVEIS S.A.,PALMARI,
,STVT,,,,,,,908335,,True,False,,,SANTINVEST S/A CFI,SANTINVESTCF,
,SUCU,,,,,,,908343,,True,False,,,CENTRAL HIDRELETRICA SUCURI S.A.,CHSUCURI,
,SUTE,,,,,,,908350,,True,False,,,SUSTENTA COMERCIALIZADORA DE ENERGIA S.A.,SUSTENTASA,
,SVII,,,,,,,908368,,True,False,,,SANTA VITORIA DO PALMAR II ENERGIAS RENOVAVEIS S.A,PALMARII,
,SVIT,,,,,,,908376,,True,False,,,SANTA VITORIA DO PALMAR HOLDING S.A.,SANTAVITORIA,
,SVIX,,,,,,,908384,,True,False,,,SANTA VITORIA DO PALMAR IX ENERGIAS RENOVAVEIS S.A,PALMARIX,
,SVTR,,,,,,,908392,,True,False,,,SANTA VITORIA DO PALMAR ENERGIAS RENOVAVEIS S.A.,VITORIAENERG,
,SVTX,,,,,,,908400,,True,False,,,SANTA VITORIA DO PALMAR X ENERGIAS RENOVAVEIS S.A.,PALMARX,
,SVXI,,,,,,,908418,,True,False,,,SANTA VITORIA DO PALMAR XI ENERGIAS RENOVAVEIS S.A,PALMARXI,
,SXII,,,,,,,908426,,True,False,,,SANTA VITORIA DO PALMAR XII ENERGIAS RENOVAVEIS S.,PALMARXII,
,TAVX,,,,,,,908434,,True,False,,,SANTISTA WORK SOLUTION SA,SANTISTA,
,TCIB,,,,,,,908442,,True,False,,,TCI BPO TECNOLOGIA CONHECIMENTO E INFORMACAO S/A,TCIBPO,
,TCRY,,,,,,,908459,,True,False,,,BANCO TRICURY S/A,TRICURYBM,
,TEIU,,,,,,,908467,,True,False,,,CENTRAL EOLICA TEIU S.A.,EOLICATEIU,
,TENC,,,,,,,908475,,True,False,,,TENCO SHOPPING CENTERS S.A..,TENCOSHOP,
,TFBR,,,,,,,908483,,True,False,,,TERMINAIS FLUVIAIS DO BRASIL S/A.,TFB,
,TFCM,,,,,,,908491,,True,False,,,FORTUNA COMERCIO S.A,FORTUNA,
,TFSP,,,,,,,908566,,True,False,,,BARAO DE TEFE SPE EMPREENDIMENTOS IMOBILIARIOS S.A,TEFE,
,TJMM,,,,,,,908574,,True,False,,,TRANSMISSORA JOSE MARIA DE MACEDO DE ELETRICIDADE,TJMM,
,TLGE,,,,,,,908582,,True,False,,,TOPICO LOCACOES DE GALPOES E EQUIPAMENTOS PARA IND,TOPICO,
,TLIP,,,,,,,908590,,True,False,,,TULIP ITAGUAI HOTELARIA SPE SA.,TULIP,
,TOSN,,,,,,,908608,,True,False,,,TOSCANA DESENVOLVIMENTO URBANO S/A,TOSCANA,
,TPNO,,,,,,,908616,,True,False,,,MATRINCHA TRANSMISSORA DE ENERGIA TP NORTE S/A,MATRINCHA,
,,,,,,,,908624,,True,False,,,GUARACIABA TRANSMISSORA DE ENERGIA TP SUL SA,GUARACIABA,
,TPZB,,,,,,,908632,,True,False,,,BANCO TOPAZIO S/A,TOPAZIOBM,
,TRIU,,,,,,,908640,,True,False,,,CONSTRUTORA TRIUNFO S.A.,TRIUNFOSA,
,TRLT,,,,,,,908699,,True,False,,,COMPANHIA TRANSLESTE DE TRANSMISSAO,TRANSLESTE,
,TRPZ,,,,,,,908707,,True,False,,,TRAPEZIO S.A.,TRAPEZIO,
,TRSR,,,,,,,908715,,True,False,,,COMPANHIA TRANSIRAPE DE TRANSMISSAO,TRANSIRAPE,
,TRSU,,,,,,,908723,,True,False,,,COMPANHIA TRANSUDESTE DE TRANSMISSAO,TRANSUDESTE,
,TRVA,,,,,,,908731,,True,False,,,TRAVESSIA SECURITIZADORA DE CREDITOS FINANCEIROS I,TRAVESSIA I,
,TRXH,,,,,,,908749,,True,False,,,TRX HOLDING INVESTIMENTOS E PARTICIPACOES S.A.,TRX,
,TSBE,,,,,,,908756,,True,False,,,TRANSMISSORA SUL BRASILEIRA DE ENERGIA S.A.,SULBRASILEIR,
,TSCF,,,,,,,908764,,True,False,,,TRAVESSIA SECURITIZADORA DE CREDITOS FINANC II,TRAVESSIA II,
,TSLE,,,,,,,908772,,True,False,,,TRANSMISSORA SUL LITORANEA DE ENERGIA S/A - TSLE,SULLITORANEA,
,TUPR,,,,,,,908780,,True,False,,,TUPER S.A.,TUPER,
,TUTO,,,,,,,908798,,True,False,,,LABORATORIO TEUTO BRASILEIRO S.A.,LABTEUTOBR,
,TVEX,,,,,,,908806,,True,False,,,TAVEX INDUSTRIA TEXTIL S.A.,TAVEXIND,
,TVIA,,,,,,,908814,,True,False,,,TERMELETRICA VIANA S.A,VIANA,
,TYPS,,,,,,,908822,,True,False,,,TYPUS 43 EMPREENDIMENTOS IMOBILIARIOS S.A.,TYPUS43,
,TZRD,,,,,,,908830,,True,False,,,3Z REALTY DESENVOLVIMENTO IMOBILIARIO S/A,3ZREALTY,
,UCAA,,,,,,,908848,,True,False,,,CERRADINHO ACUCAR ETANOL E ENERGIA S.A.,CERRADINHOEN,
,UEEC,,,,,,,908855,,True,False,,,USINA DE ENERGIA EOLICA CAICARA I S.A.,CAICARAI,
,UEEJ,,,,,,,908863,,True,False,,,USINA DE ENERGIA EOLICA JUNCO I S.A.,JUNCOI,
,ULFT,,,,,,,908871,,True,False,,,ULTRAFERTIL S/A.,ULTRAFERTIL,
,UMMC,,,,,,,908889,,True,False,,,UEM MINERACAO E CONSTRUCAO S.A.,UEMMINERACAO,
,UNEJ,,,,,,,908897,,True,False,,,USINA DE ENERGIA EOLICA JUNCO II S.A.,EOLICAJUNCOI,
,UNET,,,,,,,908905,,True,False,,,HIPERCARD BANCO MULTIPLO S/A,HIPERCARDBM,
,UNLT,,,,,,,908913,,True,False,,,AGORACRED S/A SOCIEDADE DE CREDITO FINANCIAMENTO E,AGORACFI,
,UNRP,,,,,,,908921,,True,False,,,UNIMED RIO PARTICIPACOES E INVESTIMENTOS S.A.,UNIMEDRIOPAR,
,UQFN,,,,,,,908939,,True,False,,,UNIAO QUIMICA FARMACEUTICA NACIONAL S.A.,UNIAOQUIMICA,
,URBS,,,,,,,908947,,True,False,,,URBA DESENVOLVIMENTO URBANO S/A,URBAMAIS,
,URSL,,,,,,,908954,,True,False,,,SANTA URSULA ENERGIAS RENOVAVEIS S.A.,SANTAURSULA,
,USCA,,,,,,,908962,,True,False,,,USINA CAETE S.A.,CAETE,
,USEC,,,,,,,908970,,True,False,,,USINA DE ENERGIA EOLICA CAICARA II S.A.,CAICARAII,
,USSG,,,,,,,908988,,True,False,,,USS SOLUCOES GERENCIADAS S.A.,USSGERENCIAD,
,UTCP,,,,,,,908996,,True,False,,,UTC PARTICIPACOES S/A,UTCPARTICIP,
,UTEP,,,,,,,909002,,True,False,,,PARNAIBA III GERACAO DE ENERGIA S.A.,PARNAIBAIII,
,VAND,,,,,,,909010,,True,False,,,LOGBRAS SALVADOR EMPREENDIMENTOS IMOBILIARIOS S/A,LOGBRAS,
,VCON,,,,,,,909028,,True,False,,,VITACON PARTICIPACOES S.A.,VITACONPART,
,VDBF,,,,,,,909036,,True,False,,,VDB F2 GERACAO DE ENERGIA S.A.,VDBF2,
,VDEN,,,,,,,909044,,True,False,,,VERDE 08 ENERGIA S.A.,VERDE08ENERG,
,VGRA,,,,,,,909051,,True,False,,,VENTOS DOS GUARAS I ENERGIAS RENOVAVEIS S.A,VENTOSRENOV,
,VIAL,,,,,,,909069,,True,False,,,RODOVIAS INTEGRADAS DO OESTE S/A,RODOVIASOEST,
,VIDR,,,,,,,909077,,True,False,,,VIDROPORTO S.A.,VIDROPORTO,
,VIII,,,,,,,909085,,True,False,,,SANTA VITORIA DO PALMAR VIII ENERGIAS RENOVAVEIS S,PALMARVIII,
,VIPL,,,,,,,909093,,True,False,,,BANCO VIPAL S/A,VIPALBM,
,VLIM,,,,,,,909101,,True,False,,,VLI MULTIMODAL S.A.,VLI,
,VLIO,,,,,,,909119,,True,False,,,VLI OPERACOES PORTUARIAS S/A,VLIOPEPORTU,
,VLPR,,,,,,,909127,,True,False,,,VALEPAR S/A,VALEPAR,
,VLRL,,,,,,,909135,,True,False,,,VILA REAL ENERGIA S.A.,VILAREAL,
,VMII,,,,,,,909143,,True,False,,,EOLICA CABECO VERMELHO II S/A,EOLICAVERMEL,
,VMSA,,,,,,,909150,,True,False,,,COLEGIO VIMASA S.A,VIMASA,
,VNTT,,,,,,,909168,,True,False,,,VENTOS DE SAO TITO HOLDING S/A,VENTOSSAOTIT,
,VOGL,,,,,,,909176,,True,False,,,VOGEL SOLUCOES EM TELECOMUNICACOES E INFORMATICA S,VOGELSOLUCOE,
,VOLT,,,,,,,909184,,True,False,,,VOLTALIA AREIA BRANCA I PARTICIPACOES S.A.,VOLTALIA,
,VPRC,,,,,,,909218,,True,False,,,VIACAO PIRACICABANA S.A,PIRACICABANA,
,VRCP,,,,,,,909226,,True,False,,,AEROPORTOS BRASIL - VIRACOPOS S.A.,VIRACOPOS,
,VRDS,,,,,,,909242,,True,False,,,VEREDAS TRANSMISSORA DE ELETRICIDADE S/A,VEREDAS,
,VSCL,,,,,,,909267,,True,False,,,VENTOS DE SAO CLEMENTE HOLDING S.A.,SAOCLEMENTE,
,VSEH,,,,,,,909275,,True,False,,,VENTOS DE SANTO ESTEVAO HOLDING S/A,VENTOSSTOEST,
,VSEN,,,,,,,909283,,True,False,,,SPE BOA VISTA 2 ENERGIA S.A,BOAVISTA2,
,VSJH,,,,,,,909291,,True,False,,,VENTOS DE SAO JORGE HOLDING S.A.,VENTOSSJH,
,VSLZ,,,,,,,909309,,True,False,,,VENTOS DE SANTA LUIZA ENERGIAS RENOVAVEIS S.A.,VENTOSSTALUI,
,VSTH,,,,,,,909317,,True,False,,,VENTOS DE SAO TOME HOLDING S.A.,VENTOSSAOTOM,
,VSUR,,,,,,,909325,,True,False,,,VENTOS DE SANTO URIEL S.A.,VENTOS,
,VTAE,,,,,,,909333,,True,False,,,VENTOS DE SANTA ALBERTINA ENERGIAS RENOVAVEIS S.A.,VENTOSSTAALB,
,VTAR,,,,,,,909341,,True,False,,,VENTOS DE SANTO AGOSTINHO ENERGIAS RENOVAVEIS S.A.,SANTOAGOSTIN,
,VTCE,,,,,,,909358,,True,False,,,VENTOS DE SAO CASIMIRO ENERGIAS RENOVAVEIS S.A.,VENTOSCASIMI,
,VTCT,,,,,,,909366,,True,False,,,VOTORANTIM CIMENTOS N/NE S.A.,VOTOCIMENTOS,
,VTEG,,,,,,,909374,,True,False,,,VITAL ENGENHARIA AMBIENTAL SA,VITALENG,
,VTEN,,,,,,,909382,,True,False,,,VENTOS DE SAO ADEODATO ENERGIAS RENOVAVEIS S.A.,SAOADEODATO,
,VTER,,,,,,,909390,,True,False,,,VENTOS DE SANTO AFONSO ENERGIAS RENOVAVEIS S.A.,VENTOSSTOAFO,
,VTIJ,,,,,,,909457,,True,False,,,VALE DO TIJUCO ACUCAR E ALCOOL S/A,VALEDOTIJUCO,
,VTLA,,,,,,,909465,,True,False,,,VOLTALIA SAO MIGUEL DO GOSTOSO PARTICIPACOES S.A,SAOMIGUEL,
,VTSS,,,,,,,909473,,True,False,,,VENTOS DE SAO VICENTE ENERGIAS RENOVAVEIS S.A.,VENTOSVICENT,
,VTVE,,,,,,,909481,,True,False,,,VENTOS DE SAO VINICIUS ENERGIAS RENOVAVEIS S.A.,SAOVINICIUS,
,VVLH,,,,,,,909499,,True,False,,,VILA VELHA S.A. ADMINISTRACAO E PARTICIPACOES,VILAVELHAADM,
,WDPR,,,,,,,909507,,True,False,,,WINDEPAR HOLDING S. A.,WINDEPAR,
,WTLB,,,,,,,909515,,True,False,,,BANCO MIZUHO DO BRASIL S.A.,MIZUHOBM,
,WTSA,,,,,,,909523,,True,False,,,WTORRE S.A.,WTORRE,
,WWHD,,,,,,,909531,,True,False,,,WW HOLDING S.A,WWHOLDING,
,XMSS,,,,,,,909549,,True,False,,,XMASSETO PARTICIPACOES S/A,XMASSETO,
,XNGU,,,,,,,909598,,True,False,,,XINGU RIO TRANSMISSORA DE ENERGIA S.A.,XINGUENERGIA,
,XNIC,,,,,,,909606,,True,False,,,XNICE PARTICIPACOES S.A.,XNICEPART,
,XPVS,,,,,,,909614,,True,False,,,XP INVESTIMENTOS S.A.,XPINVESTIMEN,
,YAHA,,,,,,,909622,,True,False,,,BANCO YAMAHA MOTOR DO BRASIL S/A,YAMAHABM,
,YUNY,,,,,,,909630,,True,False,,,YUNY INCORPORADORA S/A,YUNY,
,ZION,,,,,,,909648,,True,False,,,ZION CAPITAL S.A.,ZIONCAPITAL,
,ZMPT,,,,,,,909655,,True,False,,,ZEMA CIA. DE PETROLEO,ZEMA,
,ZXSZ,,,,,,,909663,,True,False,,,BCO VOTORANTIM S/A,VOTORANTIMBM,
,ZYQZ,,,,,,,909671,,True,False,,,BANCO BRADESCO FINANCIAMENTOS S/A,BRADESCOFINA,
,,,,,,,,909689,,True,False,,,ABRIL COMUNICACOES S.A.,ABRIL COM,
,ACES,,,,,,,909697,,True,False,,,APERAM INOX AMERICA DO SUL S.A.,APERAM,
,AGBK,,,,,,,909705,,True,False,,,BANCO AGIBANK S.A.,AGIBANKBC,
,BBHI,,,,,,,909739,,True,False,,,BANCO BOCOM BBM S/A,BOCOMBBMBM,
,BBRA,,,,,,,909747,,True,False,,,BANCO SISTEMA S/A,BCOSISTEMABM,
,BCPS,,,,,,,909754,,True,False,,,CLARO S.A.,CLAROSA,
,BDEP,,,,,,,909762,,True,False,,,BANCO BANDEPE S/A,BANDEPEBM,
,BHGR,,,,,,,909770,,True,False,,,BHG S.A. - BRAZIL HOSPITALITY GROUP,BHGSA,
,BICB,,,,,,,909788,,True,False,,,CHINA CONSTRUCTION BANK (BRASIL) BCO MULTIPLO S.A.,CCBBM,
,CCCC,,,,,,,909820,,True,False,,,CONSTRUCOES E COMERCIO CAMARGO CORREA S/A,CCCAMARGOCOR,
,CCIM,,,,,,,909846,,True,False,,,CAMARGO CORREA DESENV. IMOBILIARIO S.A.,CC DES IMOB,
,CEFI,,,,,,,909853,,True,False,,,BCO CEDULA S/A.,CEDULA,
,CJEN,,,,,,,909887,,True,False,,,TESC - TERMINAL SANTA CATARINA S.A.,TESC TERM SC,
,CPMS,,,,,,,909895,,True,False,,,CPM BRAXIS S.A.,CPM,
,,,,,,,,909903,,True,False,,,DMCARD CARTOES DE CREDITO SA,DMCARD,
,ECOS,,,,,,,909911,,True,False,,,EMPRESA CONC RODOV DO SUL S.A. - ECOSUL,ECOSUL,
,FOMS,,,,,,,909937,,True,False,,,FORNO DE MINAS ALIMENTOS S.A.,FORNODEMINAS,
,LMSA,,,,,,,909952,,True,False,,,LINHA AMARELA S.A. - LAMSA,AMARELA,
,MAKR,,,,,,,909960,,True,False,,,MAKRO ATACADISTA S/A,MAKROATACADI,
,MAQN,,,,,,,909978,,True,False,,,MAQUINA DE VENDAS BRASIL PARTICIPAÇÕES S.A.,MAQBRASIL,
,PLFS,,,,,,,909994,,True,False,,,POLO FILMS INDUSTRIA E COMERCIO SA,POLO FILMS,
,RHPY,,,,,,,910000,,True,False,,,RI HAPPY BRINQUEDOS S.A.,RI HAPPY,
,RIPI,,,,,,,910018,,True,False,,,REFINARIA DE PETRÓLEO RIOGRANDENSE S.A.,RIOGRANDENSE,
,SFSA,,,,,,,910026,,True,False,,,BCO SOFISA S.A.,SOFISABM,
,SIFC,,,,,,,910034,,True,False,,,SIFCO S.A.,SIFCO,
,TAML,,,,,,,910042,,True,False,,,TAM LINHAS AEREAS S.A.,TAM L.AEREAS,
,TMAR,,,,,,,910067,,True,False,,,TELEMAR NORTE LESTE S/A ¿ EM RECUPERACAO JUDICIAL,TELEMARNORTE,
,TREG,,,,,,,910075,,True,False,,,TANGARA ENERGIA S.A.,TANGARA,
,TVIT,,,,,,,910083,,True,False,,,TIVIT TERC. DE PROC.. SERV. E TEC. S.A.,TIVIT,
,VEBM,,,,,,,910109,,True,False,,,VOTORANTIM CIMENTOS S.A.,VOTCIMENTOS,
,VSON,,,,,,,910133,,True,False,,,VISION SECURITIZADORA S.A.,VISION SEC,
,ATBC,,,,,,,910141,,True,False,,,AB CONCESSOES S.A.,ABCONCESSOES,
,BRND,,,,,,,910158,,True,False,,,BRENNAND ENERGIA S.A.,BRENNAND,
,EDTE,,,,,,,910166,,True,False,,,EDTE - EMPRESA DIAMANTINA DE TRANSMISSAO DE ENERGI,DIAMANTINA,
,TVSA,,,,,,,910174,,True,False,,,TRAVESSIA SECURITIZADORA DE CREDITOS FINANC III,TRAVE III,
,TVIV,,,,,,,910182,,True,False,,,TRAVESSIA SECURITIZADORA DE CREDITOS FINANC IV,TRAVE IV,
,TVSV,,,,,,,910190,,True,False,,,TRAVESSIA SECURITIZADORA DE CREDITOS FINANC V,TRAVE V,
,PRAS,,,,,,,910208,,True,False,,,PIRAPORA SOLAR HOLDING S.A.,PIRAPOA SOLA,
,BPCH,,,,,,,910216,,True,False,,,BRASIL PCH S.A.,BRASIL PCH,
,CTEP,,,,,,,910224,,True,False,,,CORPOREOS SERVICOS TERAPEUTICOS SA,CORPOREOS,
,TPEN,,,,,,,910232,,True,False,,,TPE - TRANSMISSORA PARAISO DE ENERGIA S.A.,TPE - TRANS,
,ETBA,,,,,,,910240,,True,False,,,ETB - EMPRESA DE TRANSMISSAO BAIANA S.A.,ETB - TRANSM,
,TRCC,,,,,,,910257,,True,False,,,TCC - TRANSMISSORA CAMINHO DO CAFE S.A.,TCC - TRANSM,
,VDQH,,,,,,,910265,,True,False,,,VDQ HOLDINGS S.A.,VDQHOLDINGS,
,CERO,,,,,,,910273,,True,False,,,ENERGISA RONDONIA - DISTRIBUIDORA DE ENERGIA S/A,ELE RONDONIA,
,CLGP,,,,,,,910281,,True,False,,,CAMPO LARGO PARTICIPAÇÕES S/A,CAMPO LARGO,
,EGSP,,,,,,,910299,,True,False,,,ENERGETICA SAO PATRICIO S/A,SAOPATRICIO,
,RECC,,,,,,,910307,,True,False,,,REC CAJAMAR II S.A.,REC CAJAMAR,
,PADP,,,,,,,910315,,True,False,,,PADUA IV PARTICIPACOES S.A.,PADUA IV,
,GLPI,,,,,,,910323,,True,False,,,GLP I PARTICIPACOES S.A.,GLPIPARTICIP,
,MNGN,,,,,,,910331,,True,False,,,MINORGAN INDÚSTRIA E COMÉRCIO DE FERTILIZANTES S.A,MINORGAN,
,ITGT,,,,,,,910349,,True,False,,,INTEGRAÇÃO TRANSMISSORA DE ENERGIA S.A,INTEGTRANS,
,RCPS,,,,,,,910356,,True,False,,,REC CIPASA S.A.,REC CIPASA,
,SULD,,,,,,,910364,,True,False,,,COMPANHIA SULAMERICANA DE DISTRIBUIÇÃO,SULAMERICANA,
,OPEI,,,,,,,910372,,True,False,,,OLIMPIO PARTICIP. E EMPREEND. IMOBILIÁRIOS LTDA.,OLIMPIO,
,PNXT,,,,,,,910380,,True,False,,,PHOENIX TOWER PARTICIPACOES S/A,PHOENIX,
,CBLT,,,,,,,910398,,True,False,,,BETANIA LACTEOS S.A.,BETANIA LACT,
,ARCV,,,,,,,910448,,True,False,,,ARCOVERDE TRANSMISSÃO DE ENERGIA S.A.,ARCOVERDE,
,BELA,,,,,,,910463,,True,False,,,BELAGRICOLA COMERCIO E REPRESENTACOES DE PRODUTOS,BELAGRICOLA,
,MOBP,,,,,,,910471,,True,False,,,MOB PARTICIPACOES S.A.,MOBPARTICIP,
,CPNB,,,,,,,910489,,True,False,,,ARTHUR LUNDGREN TECIDOS S.A. - CASAS PERNAMBUCANAS,ARTHURLUNDG,
,PPTE,,,,,,,910497,,True,False,,,PORTO PRIMAVERA TRANSMISSORA DE ENERGIA S/A,PORTOPRIMA,
,EGNO,,,,,,,910505,,True,False,,,ENEL GREEN POWER NOVA OLINDA SUL SOLAR S/A,ENELSULSOLAR,
,EGBJ,,,,,,,910513,,True,False,,,ENEL GREEN POWER BOM JESUS DA LAPA SOLAR S/A,ENELLAPA,
,EGNL,,,,,,,910521,,True,False,,,ENEL GREEN POWER NOVA LAPA S/A,ENELNOVALAPA,
,EGPN,,,,,,,910539,,True,False,,,ENEL GREEN POWER NOVA OLINDA B SOLAR S/A,ENELNOVAOLIN,
,EGII,,,,,,,910547,,True,False,,,ENEL GREEN POWER CRISTALANDIA II EOLICA S/A,ENELCRISTII,
,EGCS,,,,,,,910588,,True,False,,,ENEL GREEN POWER NOVA OLINDA C SOLAR S/A,ENELCSOLAR,
,EGNS,,,,,,,910596,,True,False,,,ENEL GREEN POWER NOVA OLINDA NORTE SOLAR S/A,ENELOLINORTE,
,EGCL,,,,,,,910604,,True,False,,,ENEL GREEN POWER CRISTALANDIA I EOLICA S/A,ENELCRISTEOL,
,EREN,,,,,,,910612,,True,False,,,EREN DRACENA PARTICIPAÇÕES S.A.,EREN DRACENA,
,EQTS,,,,,,,910620,,True,False,,,EQUATORIAL TRANSMISSORA 1 SPE S.A.,EQUATORIAL 1,
,EQTN,,,,,,,910638,,True,False,,,EQUATORIAL TRANSMISSORA 2 SPE S.A.,EQUATORIAL 2,
,EQSP,,,,,,,910646,,True,False,,,EQUATORIAL TRANSMISSORA 3 SPE S.A.,EQUATORIAL 3,
,ATRD,,,,,,,910653,,True,False,,,AUTOSTRADE CONCESSOES E PARTICIPAÇÕES BRASIL LTDA.,AUTOSTRADE,
,INGL,,,,,,,910661,,True,False,,,CULTURA INGLESA IDIOMAS S/A.,CULTURAINGLE,
,CPIS,,,,,,,910679,,True,False,,,COMPANHIA ENERGETICA DO PIAUI,CEPISA,
,VNYD,,,,,,,910687,,True,False,,,SE VINEYARDS TRANSMISSÃO DE ENERGIA S/A,VINEYARDS,
,RCCA,,,,,,,910695,,True,False,,,REC CAJAMAR S.A,RECAJAMAR,
,MGSP,,,,,,,910703,,True,False,,,EDP TRANSMISSAO SP-MG S/A,EDPMG,
,FEEN,,,,,,,910711,,True,False,,,FEENIX4T PARTICIPACOES S.A.,FEENIX,
,PPLV,,,,,,,910737,,True,False,,,PORTO SEGURO LOCADORA DE VEÍCULOS LTDA.,PORTOLOC,
,PTSG,,,,,,,910745,,True,False,,,PORTOSEG S.A. CREDITO FINANCIAMENTO E INVESTIMENTO,PORTOSEG,
,JTEE,,,,,,,910752,,True,False,,,JANAUBA TRANSMISSORA DE ENERGIA ELETRICA S.A.,JANAUBA,
,WMBR,,,,,,,910760,,True,False,,,WAM BRASIL NEGOCIOS INTELIGENTES S.A.,WAM BRASIL,
,GEBV,,,,,,,910778,,True,False,,,GERADORA EÓLICA BONS VENTOS DA SERRA 2 S.A.,BONSVENTOS,
,GPPL,,,,,,,910786,,True,False,,,GUARUPART PARTICIPAÇÕES LTDA.,GUARUPART,
,IBIB,,,,,,,910794,,True,False,,,IBI BRASIL EMPREENDIMENTOS E PARTICIPACOES S.A.,IBIBRASIL,
,RECJ,,,,,,,910802,,True,False,,,REC JUNDIAÍ III EMPREENDIMENTOS IMOBILIÁRIOS S/A,RECJUNDIAI,
,PNBI,,,,,,,910810,,True,False,,,Parnaíba I,PARNAIBAI,
,PIIG,,,,,,,910828,,True,False,,,Parnaíba II,PARNAIBA II,
,CUTI,,,,,,,910836,,True,False,,,CUTIA EMPREENDIMENTOS EOLICOS S.A.,CUTIA,
